filename,objectID,name,xmin,ymin,xmax,ymax
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000417.jpg,object_04,D10,2,256,255,315
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000417.jpg,object_05,D00,313,423,346,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000418.jpg,object_00,D10,1,239,512,331
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_00,Repair,240,99,409,207
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_01,D40,330,198,345,221
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_02,D10,351,221,417,234
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_03,D00,341,230,363,339
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_04,D10,2,323,345,353
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_05,D40,305,342,331,391
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_06,D40,168,405,189,449
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_07,D20,167,353,333,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_08,D00,1,379,33,443
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_09,D00,42,46,63,82
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_10,D00,49,88,101,141
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_11,D10,106,137,245,165
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000419.jpg,object_12,D00,221,52,227,87
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000420.jpg,object_00,D10,196,64,387,95
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000420.jpg,object_01,D00,82,1,208,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000420.jpg,object_02,D00,386,77,478,276
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000420.jpg,object_03,D10,388,57,512,75
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000421.jpg,object_00,D20,101,212,512,412
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000422.jpg,object_00,Repair,29,1,133,41
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000422.jpg,object_01,Repair,6,1,63,19
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000422.jpg,object_02,Repair,56,212,344,475
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000422.jpg,object_03,D10,1,322,99,335
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000422.jpg,object_04,D40,200,459,226,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000422.jpg,object_05,D00,117,124,135,182
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000423.jpg,object_00,D00,321,129,396,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000423.jpg,object_01,D00,248,1,315,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000424.jpg,object_00,D00,141,226,512,472
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000424.jpg,object_01,D00,87,1,107,129
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000424.jpg,object_02,D00,109,108,185,134
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000424.jpg,object_03,D00,181,178,224,223
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000424.jpg,object_04,D00,228,225,239,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000424.jpg,object_05,D00,27,132,91,241
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000425.jpg,object_00,D00,212,11,255,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000425.jpg,object_01,D10,1,78,220,100
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000426.jpg,object_00,D00,211,3,266,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000427.jpg,object_00,D00,176,1,354,101
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000427.jpg,object_01,D00,214,76,300,493
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000428.jpg,object_00,D00,104,5,193,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000428.jpg,object_01,D10,1,271,103,288
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000429.jpg,object_00,D00,214,109,242,413
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000429.jpg,object_01,D20,136,415,282,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000430.jpg,object_00,D00,179,4,456,313
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000430.jpg,object_01,D00,232,116,293,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000430.jpg,object_02,D00,241,6,322,55
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000431.jpg,object_00,D00,255,347,272,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000431.jpg,object_01,D00,139,135,167,194
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000432.jpg,object_00,D10,183,203,512,261
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000432.jpg,object_01,D10,1,277,356,327
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000433.jpg,object_00,D00,8,13,212,462
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000433.jpg,object_01,D00,276,39,415,501
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000434.jpg,object_00,Repair,1,26,512,315
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000435.jpg,object_00,D00,273,121,338,479
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000435.jpg,object_01,D10,185,243,273,278
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000435.jpg,object_02,D10,2,297,207,333
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000435.jpg,object_03,D00,300,461,323,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000436.jpg,object_00,D00,15,167,74,273
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000436.jpg,object_01,D00,258,53,313,354
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000436.jpg,object_02,D00,195,355,231,470
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000436.jpg,object_03,D00,316,455,345,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000437.jpg,object_00,D00,200,91,229,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000438.jpg,object_00,D20,1,117,401,327
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000438.jpg,object_01,D20,131,13,315,117
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000439.jpg,object_00,D10,3,85,168,100
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000439.jpg,object_01,D00,153,53,206,157
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000439.jpg,object_02,D00,144,152,201,472
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000439.jpg,object_03,D00,205,471,291,504
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000440.jpg,object_00,D00,468,281,489,314
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000440.jpg,object_01,D10,437,311,511,348
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000440.jpg,object_02,D10,249,368,385,385
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000441.jpg,object_00,D10,1,215,512,260
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000442.jpg,object_00,D00,197,287,211,397
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000442.jpg,object_01,D20,183,142,357,285
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000442.jpg,object_02,Repair,223,46,277,98
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000442.jpg,object_03,Repair,277,1,382,141
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000443.jpg,object_00,D00,185,202,225,501
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000443.jpg,object_01,D00,417,159,510,211
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000444.jpg,object_00,D00,224,1,287,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000445.jpg,object_00,D20,1,121,463,347
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000446.jpg,object_00,D10,1,231,512,371
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000447.jpg,object_00,D20,1,150,452,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_00,D20,334,255,512,388
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_01,D40,312,294,329,317
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_02,Repair,1,92,321,455
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_03,D20,292,152,409,216
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_04,D00,194,456,218,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000449.jpg,object_00,D00,208,21,263,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000450.jpg,object_00,D10,107,274,512,325
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000450.jpg,object_01,D10,1,348,258,401
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000451.jpg,object_00,D10,281,303,512,343
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000451.jpg,object_01,D10,1,390,348,459
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000452.jpg,object_00,D10,29,292,512,339
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000452.jpg,object_01,D10,14,14,352,41
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000453.jpg,object_00,D40,185,262,248,351
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000453.jpg,object_01,D40,157,292,174,326
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000454.jpg,object_00,D10,1,234,510,301
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000454.jpg,object_01,D00,117,366,226,438
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000455.jpg,object_00,D10,259,462,512,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000456.jpg,object_00,D00,200,1,228,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_00,D00,1,15,122,428
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_01,D10,1,475,159,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_02,D20,178,54,432,258
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_03,D20,168,258,445,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000458.jpg,object_00,D10,1,266,512,362
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000459.jpg,object_00,D20,188,320,512,400
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000459.jpg,object_01,D10,1,320,188,361
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000459.jpg,object_02,D10,141,62,496,92
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000460.jpg,object_00,D00,210,1,242,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000461.jpg,object_00,D10,1,209,512,268
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000461.jpg,object_01,D10,378,150,512,201
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000462.jpg,object_00,D10,1,279,512,363
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000463.jpg,object_00,D10,144,324,512,389
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000464.jpg,object_00,D00,401,127,512,382
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000464.jpg,object_01,D10,356,253,512,294
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000464.jpg,object_02,D10,187,227,353,246
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_00,D00,249,1,280,166
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_01,D00,361,137,419,227
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_02,D00,225,180,238,313
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_03,D00,148,63,168,170
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000466.jpg,object_00,D10,350,300,512,321
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000466.jpg,object_01,D10,74,348,337,408
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000466.jpg,object_02,D10,129,79,279,114
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000467.jpg,object_00,D10,1,226,512,360
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000468.jpg,object_00,D00,183,124,220,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_00,D10,211,317,419,343
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_01,D00,421,320,447,391
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_02,D10,401,271,512,289
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_03,Repair,455,85,512,158
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_04,D10,352,119,493,137
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_05,D00,276,77,350,121
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_06,D00,260,39,274,78
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_00,D10,203,28,325,47
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_01,D00,35,1,193,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_02,D10,167,433,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_03,D00,330,39,486,430
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_00,D00,166,2,254,288
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_01,D10,255,283,512,320
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_02,D00,184,322,260,437
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_03,D10,3,322,120,343
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_04,D00,120,329,187,477
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_05,D00,153,457,170,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000472.jpg,object_00,D10,1,356,512,454
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000473.jpg,object_00,D40,125,93,142,105
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000473.jpg,object_01,Repair,1,129,510,350
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000474.jpg,object_00,D00,187,1,323,291
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000474.jpg,object_01,D10,1,36,184,69
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_00,D00,207,88,268,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_01,D00,301,70,318,109
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_02,D00,325,37,360,94
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_03,D00,394,160,500,350
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000476.jpg,object_00,D10,3,227,512,370
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000476.jpg,object_01,D00,317,345,377,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000477.jpg,object_00,D00,193,1,229,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000478.jpg,object_00,D10,1,330,448,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000479.jpg,object_00,D10,70,256,465,315
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000480.jpg,object_00,D00,219,35,241,205
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000480.jpg,object_01,D20,146,214,309,313
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000480.jpg,object_02,D20,160,385,292,456
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000481.jpg,object_00,D10,1,202,508,286
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000481.jpg,object_01,D10,143,11,336,23
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000482.jpg,object_00,D40,196,232,249,310
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000482.jpg,object_01,D40,170,259,185,288
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000483.jpg,object_00,D00,202,1,228,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000484.jpg,object_00,D20,1,242,512,408
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000485.jpg,object_00,D00,183,65,274,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000485.jpg,object_01,D00,318,24,350,79
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000485.jpg,object_02,D00,279,54,307,85
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000486.jpg,object_00,D00,195,1,236,512
